Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
37b4d73f-652d-3033-a16e-d97b9e8b4cda,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,9784631000,645.8,133
5844ad77-f653-3c2b-b7dd-e97576ab3b03,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,4132837651,1162.44,122
08bcda9c-f8c8-3244-82d4-fc306a7a55d3,BOSTON MEDICAL CENTER CORPORATION-,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,6176388000,258.32,16
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,387.48,146
4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,9787411215,1291.6000000000001,268
a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,ST ELIZABETH'S MEDICAL CENTER,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6177893000,387.48,49
4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,4134472000,904.1199999999999,219
f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,MARLBOROUGH HOSPITAL,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,5084815000,516.64,155
c44f361c-2efb-3050-8f97-0354a12e2920,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,5089417000,774.9599999999999,194
331f4c11-d298-308b-aaa1-d7825b29b57f,CLINTON HOSPITAL ASSOCIATION,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,9783683000,1937.4000000000005,150
b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,BETH ISRAEL DEACONESS HOSPITAL - PLYMOUTH,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,5087462000,2583.2,355
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,0.0,94
b0e04623-b02c-3f8b-92ea-943fc4db60da,LOWELL GENERAL HOSPITAL,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,9789376000,1291.6000000000001,355
ebc3f5c4-6700-34af-8323-85621c313726,NOBLE HOSPITAL,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,4135682811,0.0,41
fd328395-ab1d-35c6-a2d0-d05a9a79cf11,MERCY MEDICAL CTR,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137489000,774.9599999999999,182
d692e283-0833-3201-8e55-4f868a9c0736,HALLMARK HEALTH SYSTEM,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,7819793000,2841.5199999999995,542
d78e84ec-30aa-3bba-a33a-f29a3a454662,MASSACHUSETTS GENERAL HOSPITAL,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,6177262000,129.16,27
8ad64ecf-c817-3753-bee7-006a8e662e06,MORTON HOSPITAL,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,5088287000,1420.7600000000002,267
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,904.1199999999999,161
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,387.48,53
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,1420.7600000000002,84
a9f20dc1-5147-3789-bcef-bbecb41c5983,HOLY FAMILY HOSPITAL,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,9786870156,645.8,133
7fb56531-86bd-3e4a-8619-4df9942da309,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,7814533002,1549.9200000000003,282
03347b4d-994e-302b-848b-58019a4e274d,EMERSON HOSPITAL -,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,9783691400,129.16,96
cb6a50e0-af76-3758-99ad-3200ede03fff,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,6176677000,258.32,64
9a7149fa-49fc-3c87-b935-d29c55808717,NEW ENGLAND BAPTIST HOSPITAL,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,6177545800,0.0,62
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,1679.0800000000004,215
e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,HEYWOOD HOSPITAL -,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,9786323420,0.0,51
ac8356a5-78f8-3a63-8a1e-59e832fd54e7,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,9787849000,129.16,34
db0acede-4abe-3c01-8d03-5c68a190d8c7,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,7813408000,2324.88,304
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,1808.2400000000005,346
f4e7709c-02f6-37ca-aeea-8247d74e88e7,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,7817299000,258.32,149
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,2066.5600000000004,252
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,129.16,27
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,2324.88,359
b7175ab4-bde5-3848-891b-579bccb77c7c,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,6176365000,258.32,33
d733d4a9-080d-3593-b910-2366e652b7ea,BRIGHAM AND WOMEN'S FAULKNER HOSPITAL,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,6179837000,258.32,35
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,1937.4000000000005,315
d5117822-5756-389d-9547-891a372d580f,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,5085485300,5166.399999999997,286
f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,UMASS MEMORIAL MEDICAL CENTER INC,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,5083341000,1291.6000000000001,97
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,1162.44,220
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,1162.44,296
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,645.8,114
80e919cc-df1a-3838-b75e-541564a286e5,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,5082281200,1162.44,136
8e00f524-3a5f-313e-9542-378dfc61193f,MARTHA'S VINEYARD HOSPITAL INC,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,5086930410,387.48,28
56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,FAIRVIEW HOSPITAL,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,4135280790,387.48,60
161a799c-4894-36f6-8ca7-2a71c8107f79,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,9782493511,387.48,44
956ccb85-bea0-30f9-af48-52f5dd95ff72,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,6172543800,0.0,20
d7b11827-25f2-350b-bcd8-939fc59851b0,BOSTON CHILDREN'S HOSPITAL,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,6177356000,258.32,31
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,0.0,204
ff9863d3-3fa3-3861-900e-f00148f5d9c2,SHRINERS' HOSPITAL FOR CHILDREN - BOSTON  THE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,6177223000,0.0,32
d5f4875f-6df2-32a8-a01b-47267f47fc49,TERRI PEREIRA,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,508-481-5519,11624.39999999999,90
b7dc82e4-3595-391b-a897-495dd7e5cf38,PCP103,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,978-631-9010,6716.319999999995,52
6725cc67-119b-38a5-9fc8-c104c2b7f993,PCP364,1010 MAIN ST,HOLDEN,MA,01520-1237,42.355801,-71.862574,508-829-9955,7232.959999999995,56
f0268df7-588d-3e55-bab9-e29862a3be00,PCP532,73 CENTRAL ST,WEST BOYLSTON,MA,01583-1418,42.369417,-71.785036,508-835-2271,3616.4799999999987,28
de1376c4-8f27-37ed-85da-6986458442f2,PCP661,28 GREEN ST,NEWBURY,MA,01951-1721,42.770406,-70.872417,978-463-0463,3099.8399999999992,24
c71b657c-58b7-33bf-8637-c0e102faf337,PCP895,182 MAIN ST,WATERTOWN,MA,02472-4409,42.369451,-71.177925,617-564-0656,3616.4799999999987,28
e1053175-7c18-3f57-9814-3e77d8080c14,PCP905,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,508-636-7569,4778.919999999997,37
eee23eb7-a476-37b0-9811-d57740145867,PCP1085,102 BRIDGE RD,SALISBURY,MA,01952-2410,42.844794,-70.841499,978-462-3287,5037.239999999997,39
71b6fd75-d5ca-3f0a-a81e-1fc098c63ba2,PCP1090,173 MOUNT AUBURN ST,WATERTOWN,MA,02472-4005,42.369451,-71.177925,617-926-8086,5295.559999999997,41
896d517f-a56a-3770-a32e-15bbd57d36cb,PCP1142,157 COLUMBIA DR,AMHERST,MA,01002-3107,42.363534,-72.50729100000001,413-348-9367,3487.319999999999,27
9395b8cb-702c-3c5d-926e-1c3524fd6560,PCP1401,923 MAIN ST,YARMOUTH PORT,MA,02675-2159,41.706920000000004,-70.221117,508-385-9602,3874.7999999999984,30
dd1f04b3-54cd-3ff0-96e3-a9aec2078301,PCP1444,5 E MAIN ST,MERRIMAC,MA,01860-2005,42.838603000000006,-71.011997,978-346-4450,4778.919999999997,37
8abe87a0-c728-3828-83d2-145acd581c4e,PCP1691,333 UNION ST,NEW BEDFORD,MA,02740-3665,41.661303000000004,-70.937913,508-990-0852,9041.199999999993,70
fb2bf7e7-4bba-3320-bfb4-6b1fc57a0670,PCP1702,1371 BEACON ST,BROOKLINE,MA,02446-4965,42.323853,-71.142003,617-232-2435,8653.719999999994,67
7a90ea23-6a9c-3bd0-a62a-a462adbeee60,PCP1742,132 FRONT ST,SCITUATE,MA,02066-1386,42.205062,-70.74297800000001,781-545-1008,5812.199999999996,45
2101d4e0-8f93-36bb-b044-f3ae97394376,PCP1967,7 TOWER ST,HUDSON,MA,01749-1720,42.389071,-71.545864,978-562-6011,3616.4799999999987,28
b81e45f5-1cbe-3464-bcea-2ced466c7213,PCP2164,1419 BEACON ST,BROOKLINE,MA,02446-4808,42.323853,-71.142003,617-834-2092,10849.439999999991,84
4388668b-7730-35e0-af95-b996397c4c8a,PCP2254,321 BOSTON POST RD,SUDBURY,MA,01776,42.383367,-71.42107,978-443-0998,5812.199999999996,45
13565c20-feac-36cb-ab5c-cef3e6a7dd8f,PCP2306,115 MILL ST,BELMONT,MA,02478-1041,42.395317,-71.180284,617-855-2683,4649.7599999999975,36
02da9e41-5656-33e0-be62-aff604c958d3,PCP2381,17 HENSHAW ST,BRIGHTON,MA,02135-2905,42.33196,-71.020173,617-363-99881,4003.959999999998,31
026f9974-8b5a-3925-becd-87b049825f1b,PCP2513,733 CHAPIN ST,LUDLOW,MA,01056-1900,42.183577,-72.457812,413-626-5340,1420.7600000000002,11
118326c9-d96a-3957-a0a0-e56768929308,PCP3018,30 CHURCH ST,BELMONT,MA,02478-4987,42.395317,-71.180284,617-489-2559,258.32,2
59a4b308-6863-3bf6-8ef8-0e0f62d6b04e,PCP3075,709 PLAIN ST,MARSHFIELD,MA,02050-2105,42.115139,-70.71033100000001,781-794-2200,5941.359999999996,46
ad2fae20-b77d-3f72-ae7e-54a123d7b159,PCP3134,71 RANSOM RD,FALMOUTH,MA,02540-1655,41.594939000000004,-70.599243,508-495-0795,4133.119999999998,32
d7e1f7b8-5261-3ee6-9d13-3e47f57fa6c2,PCP3579,1318 BEACON ST,BROOKLINE,MA,02446-3793,42.323853,-71.142003,617-638-8853,2454.04,19
e35b4f19-77d2-39e1-bd70-3c9e52ae5ca6,PCP3587,221 COLUMBUS AVE,BOSTON,MA,02116-4895,42.338551,-71.018253,617-901-0824,5037.239999999997,39
0de9633c-54dd-39cb-947c-8ab5ecdf93a2,PCP3874,2 SHAKER RD,SHIRLEY,MA,01464-2561,42.573654,-71.640986,978-425-6666,4003.959999999998,31
1b16712e-c42b-38cc-8f9c-06c60aee8f4a,PCP3958,26 WAMPUM DR,BREWER,MA,02631-1311,41.760932,-70.070392,508-896-4499,6845.479999999995,53
3b3ef810-dded-32d0-b032-21f82d171ca9,PCP4003,433 W ST,AMHERST,MA,01002-2936,42.363534,-72.50729100000001,413-210-3216,4908.079999999997,38
58fa71de-2295-33b8-8932-176a72078898,PCP4047,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.129251000000004,-70.908736,781-878-6962,8007.919999999994,62
27ea3751-40d6-3fcc-88ad-4b7d0c710a7b,PCP4453,55 WAREHAM ST,CARVER,MA,02330-1716,41.875178999999996,-70.74671500000001,508-280-4825,4262.279999999998,33
2e6dae6e-d21b-3c65-91f9-9ab0b8ef4268,PCP4478,175 DWIGHT RD,LONGMEADOW,MA,01106-1576,42.047565000000006,-72.57113000000001,413-567-7111,3228.999999999999,25
c6d90588-fa5a-301f-b6df-34878fad537f,PCP4505,210 WINTER ST,WEYMOUTH,MA,02188-3302,42.206676,-70.94584499999998,781-335-8811,5295.559999999997,41
98b63415-bc21-3f43-b5ad-b78fb98c023d,PCP4717,214 N MAIN ST,WEST BRIDGEWATER,MA,02379-1251,42.021617,-71.026717,508-587-2858,6845.479999999995,53
fda84fde-4ba6-3521-9bc4-3a1782419ebe,PCP4784,118 MAIN ST,WATERTOWN,MA,02472-4425,42.369451,-71.177925,617-924-8344,6070.519999999996,47
f75bde75-e144-3ac3-9c56-9849a3eaad52,PCP4855,100 S MAIN ST UNIT C,MIDDLETON,MA,01949-2211,42.610513,-71.007118,978-390-1235,8395.399999999994,65
f4faaee2-1664-300f-a931-6b4c6f727954,PCP5028,1 E CHESTNUT ST,SHARON,MA,02067-2068,42.108463,-71.185182,781-784-5050,6845.479999999995,53
53fce0b4-14fa-3ea3-8127-6563160b8ba9,PCP5717,563 MAIN ST,BOLTON,MA,01740-1300,42.439941,-71.601879,978-779-0211,1679.0800000000004,13
9019855b-deec-32c9-8705-4aed825d0c2b,PCP5757,145 LINCOLN RD,LINCOLN,MA,01773-3840,42.425506,-71.310812,781-259-8501,4133.119999999998,32
5941168c-abcf-3a5c-8281-019d64bcd548,PCP6036,195 RUSSELL ST,HADLEY,MA,01035-9552,42.356491,-72.568632,413-695-3707,2324.88,18
ddd639be-74fd-3f52-8f40-04e2a4457ca3,PCP6114,440 HUMPHREY ST,SWAMPSCOTT,MA,01907-2544,42.468059000000004,-70.89126,781-598-6680,3228.999999999999,25
9f29ffa8-308f-3999-b711-0882ec108628,PCP6156,3 CENTRAL SQ,CAMBRIDGE,MA,02139-3310,42.376043,-71.11868,617-225-2258,3874.7999999999984,30
4e8f3b06-b00b-33ba-9dce-b016e581ee1c,PCP6164,27 COLLEGE ST,SOUTH HADLEY,MA,01075-1155,42.256208,-72.58103,413-493-1997,3616.4799999999987,28
93c97d3b-076f-3314-a816-9b870b039697,PCP6334,7 KENT ST,BROOKLINE,MA,02445-7975,42.323853,-71.142003,617-730-4344,7620.439999999994,59
18f4c190-2ffb-3187-8b08-cc60931e2db8,PCP6336,100 BROOKSBY VILLAGE DR,PEABODY,MA,01960-1438,42.534279,-70.969782,978-777-1188,4133.119999999998,32
ce0dc702-7298-363c-bef0-46dc8eee1f6c,PCP6365,27 FIELDS POND RD,WESTON,MA,02493-1904,42.360502000000004,-71.303433,781-894-2177,4391.439999999998,34
f89665ad-d5dd-364b-adb6-6af16957c639,PCP6461,67 CODDINGTON ST,QUINCY,MA,02069,42.261006,-71.008988,617-770-2050,4133.119999999998,32
549c06fe-d83e-3033-83fa-14a6b0d8d619,PCP6773,591 LINCOLN ST,WORCESTER,MA,01605-1932,42.269478,-71.807783,508-852-7522,7232.959999999995,56
10a9d347-0146-3fbf-b74d-8f085f1bc461,PCP6927,71 MAIN ST,WESTMINSTER,MA,01473-1472,42.5546,-71.90544,978-855-0645,4133.119999999998,32
5d446658-c301-313e-9168-37d171e8a3af,PCP7004,55 HOSPITAL DR,WINCHENDON,MA,01475-1820,42.66816,-72.055644,603-680-1654,6587.159999999995,51
10b39ee6-5a5a-3ad7-a5e4-6a1c4529a5b6,PCP7118,63 PARK ST,ANDOVER,MA,01810-3662,42.648044,-71.161751,978-474-1700,3745.6399999999985,29
e447a2df-4bd5-34e4-a5f9-82f9da952fd5,PCP7166,38 SOUTHWEST CUTOFF UNIT B,NORTHBOROUGH,MA,01532-2159,42.323342,-71.646236,508-393-0890,9816.159999999993,76
090bf817-c9e3-3f12-a589-71fdce6e48bb,PCP7340,18 S MAIN ST,TOPSFIELD,MA,01983-1800,42.641379,-70.94344,978-887-5546,3099.8399999999992,24
973e7384-d05b-32ad-a8cc-c39191ee9150,PCP7483,152 N ST,PITTSFILED,MA,01201,42.452045,-73.26054,413-443-8480,15240.879999999986,118
94577927-3283-3f8a-b231-016499899908,PCP7544,35 HAWES ST,NO DARTMOUTH,MA,02747-1929,41.646686,-70.999158,508-993-1651,7103.799999999995,55
a548837b-cb14-377f-8726-3fcd124f8950,PCP7593,241 PERKINS ST,JAMAICA PLAIN,MA,02130-4002,42.33196,-71.020173,617-738-9204,2841.5199999999995,22
e2382a57-985f-3bc5-b1ec-ee2ccab2e3f5,PCP7791,8 ALPINE ST,CAMBRIDGE,MA,02138-6811,42.376043,-71.11868,617-354-5337,5424.719999999997,42
d2edc181-c35d-3d2a-aee2-f16358d1dccc,PCP8352,116 PLEASANT ST,EASTHAMPTON,MA,01027-2756,42.265435,-72.670813,413-530-2318,1033.28,8
8421c992-940a-3c8e-90c5-78ae49c12d4d,PCP8405,260 OCEAN GROVE AVE,SWANSEA,MA,02777-1830,41.758163,-71.21418100000001,508-676-1831,645.8,5
af2049fa-33fa-3938-b7f3-fcb238c36fc0,PCP8955,1180 BEACON ST,BROOKLINE,MA,02446-3806,42.323853,-71.142003,617-713-0388,4391.439999999998,34
32836213-4ac7-3021-aad8-6383f3ced351,PCP9022,1 HOLLYWOOD DR,GRAFTON,MA,01536-1614,42.209151,-71.683644,508-839-3616,6457.999999999995,50
608eb1f9-d988-36c4-a1ec-32345568f6e5,PCP9037,123 UNION ST,EASTHAMPTON,MA,01027-1419,42.265435,-72.670813,413-559-7765,3745.6399999999985,29
3e0bca72-a60c-3c55-8e24-555581ac9743,PCP9185,288 LITTLETON RD,WESTFORD,MA,01886-3522,42.585541,-71.44025,978-692-4476,1808.2400000000005,14
95534a3f-dc48-3a8a-8ef8-bb5f95814f22,PCP9263,165 OLD KINGS HWY,ORLEANS,MA,02653,41.76935,-69.969034,508-240-3445,516.64,4
1057a1f7-e235-3aaf-a52a-7519bfd984c6,PCP9333,1415 BEACON ST,BROOKLINE,MA,02446-4816,42.323853,-71.142003,978-808-2516,4778.919999999997,37
b19f82e0-4f63-3e38-a3e7-111127d0a5c3,PCP9535,0 GOVERNORS AVE,MEDFORD,MA,02155-3084,42.423844,-71.10923100000001,781-396-5575,8782.879999999994,68
d6695482-6857-3a6a-9264-97a8a0147afd,PCP9682,70 HIGH ST,ROCKPORT,MA,01966-2183,42.656952000000004,-70.60463,978-546-6102,4908.079999999997,38
2b12b49e-7072-3859-b39d-d2140fc27137,PCP9802,45 KNOB HILL ST,SHARON,MA,02067-3126,42.108463,-71.185182,781-784-0513,15886.679999999986,123
3ac41e13-4fd9-33ae-913f-e650f87a294b,PCP9803,106 SPRING ST,NEW BEDFORD,MA,02740-5951,41.661303000000004,-70.937913,508-999-1960,4391.439999999998,34
b3a36503-0436-317f-a5f0-d18aa5629349,PCP9953,77 PLAYSTEAD RD,MEDFORD,MA,02155-1451,42.423844,-71.10923100000001,781-332-6311,2841.5199999999995,22
9be75bca-ba4a-34f5-a1dd-2cb1422c856a,PCP10013,120 ROUTE 28,WEST HARWICH,MA,02671-1220,41.693632,-70.105298,508-432-0020,5037.239999999997,39
fe808ed5-2172-3d25-8530-23b85a878881,PCP10049,ONE WALPOLE ST,NORWOOD,MA,02062-3315,42.187364,-71.195971,617-942-1520,5553.8799999999965,43
06eff9e0-c5b4-39ed-8273-2f29cf5d3185,PCP10127,464 GRANITE AVE,MILTON,MA,02186-5625,42.241557,-71.082432,617-698-0998,16919.959999999985,131
f572718f-a826-3e8d-9269-07387910d3c5,PCP10192,413 HIGHLAND AVE,SOMERVILLE,MA,02144-2516,42.390445,-71.101033,617-623-1900,3874.7999999999984,30
777aafd6-1743-3ea6-89ff-99d9e3608aad,PCP10201,616 MAIN ST,DENNIS,MA,02638-1906,41.706123,-70.164823,508-385-2550,9299.519999999993,72
40afdef0-0fe6-359a-8be0-385d679c1264,PCP10208,173 WATER ST,WILLIAMSTOWN,MA,01267-2888,42.695743,-73.22211800000001,413-458-8582,2454.04,19
65583707-3e0a-35e3-8c0a-37df9efe0b23,PCP10332,19 ANNASNAPPITT DR,PLYMPTON,MA,02367-1718,41.9591,-70.80275300000001,781-585-8492,9557.839999999993,74
12866ede-111a-37f4-9740-6f0a234a0b4d,PCP10560,516 WESTGATE DR,BROCKTON,MA,02301-1816,42.082543,-71.024638,508-587-2500,5037.239999999997,39
18b35c8f-7e8e-3e96-b381-2e2c335d4cc8,BLUE HILLS COUNSELING AND PSYCHIATRIC ASSOCIATES PC,340 WOOD RD,BRAINTREE,MA,02184-2404,42.205416,-71.00216800000003,781-794-2300,2583.2,20
7de1976a-eff4-3ca6-ac09-274462ae76ef,PCP11412,888 MAIN ST,WINCHESTER,MA,01890-1913,42.452752000000004,-71.144319,781-729-2660,4778.919999999997,37
6ba56742-6822-3d8f-8c97-e4bfed99b9d4,PCP11655,130 COLLEGE ST,SOUTH HADLEY,MA,01075-1493,42.256208,-72.58103,413-813-7021,13045.159999999989,101
12a3ebf8-88fc-3152-ab89-3c0a0ad2786b,PCP11686,364 BOSTON TPKE,SHREWSBURY,MA,01545-3869,42.284766999999995,-71.714228,508-792-1500,3487.319999999999,27
92f41b1c-9859-302b-a6e3-fa0988311b4c,PCP11836,30 FERRY RD,SALISBURY,MA,01952-2605,42.844794,-70.841499,978-465-9139,4262.279999999998,33
043c2193-7fbd-3a5c-ad68-275230f1f3d4,PCP11873,DOVER MEDICAL PROFESSIONAL BUILDING,DOVER,MA,02030-2374,42.234159999999996,-71.291167,508-785-2319,5941.359999999996,46
4d4f0156-9110-3edd-aa94-53f4d58fce4a,PCP11928,55 PUTNEY RD,LEVERETT,MA,01054-9770,42.468897999999996,-72.48457900000001,413-348-6257,13174.319999999989,102
